area_type,location,bath,price,bhk,area,price_per_sqft
Built-up  Area,Shingapura,2.0,60.0,3,1255.0,4780.876494023904
Plot  Area,Shirdi Sai Layout,3.0,95.0,4,1200.0,7916.666666666667
Built-up  Area,Shivaji Nagar,2.0,55.0,2,850.0,6470.588235294118
Super built-up  Area,Shivaji Nagar,3.0,130.0,2,1554.0,8365.508365508365
Plot  Area,Shivaji Nagar,1.0,306.0,1,3820.0,8010.471204188481
Super built-up  Area,Shivaji Nagar,2.0,49.5,2,703.0,7041.251778093883
Super built-up  Area,Shivaji Nagar,2.0,90.0,3,1460.0,6164.3835616438355
Carpet  Area,Shivaji Nagar,1.0,65.0,2,600.0,10833.333333333334
Super built-up  Area,Shree Ananth Nagar Layout,2.0,59.0,2,2040.0,2892.156862745098
Super built-up  Area,Shree Ananth Nagar Layout,2.0,45.0,3,1176.0,3826.530612244898
Built-up  Area,Shree Ananth Nagar Layout,2.0,38.0,2,1080.0,3518.5185185185187
Plot  Area,Siddapura,3.0,800.0,4,14000.0,5714.285714285715
Super built-up  Area,Siddapura,2.0,105.0,2,1275.0,8235.29411764706
Super built-up  Area,Siddapura,2.0,90.0,2,1150.0,7826.086956521739
Plot  Area,Siddapura,4.0,400.0,3,5480.0,7299.270072992701
Built-up  Area,Sidedahalli,2.0,27.0,2,900.0,3000.0
Built-up  Area,Sidedahalli,1.0,52.3,1,900.0,5811.111111111111
Built-up  Area,Sidedahalli,2.0,20.0,2,750.0,2666.6666666666665
Built-up  Area,Sidedahalli,2.0,25.0,2,900.0,2777.777777777778
Plot  Area,Sidedahalli,1.0,50.0,2,1200.0,4166.666666666667
Built-up  Area,Silk Board,3.0,58.0,3,1300.0,4461.538461538462
Super built-up  Area,Silk Board,2.0,60.0,3,1435.0,4181.184668989547
Super built-up  Area,Silk Board,3.0,54.0,3,1250.0,4320.0
Super built-up  Area,Silver Springs Layout,2.0,50.0,2,1084.0,4612.546125461255
Super built-up  Area,Silver Springs Layout,2.0,70.0,3,1550.0,4516.129032258064
Super built-up  Area,Singanayakanahalli,2.0,75.0,3,1480.0,5067.5675675675675
Super built-up  Area,Singapura Village,2.0,35.0,2,825.0,4242.424242424242
Built-up  Area,Singapura Village,2.0,45.0,2,985.0,4568.527918781726
Built-up  Area,Singapura Village,2.0,45.0,2,970.0,4639.1752577319585
Built-up  Area,Singasandra,2.0,65.0,3,1440.0,4513.888888888889
Super built-up  Area,Singasandra,2.0,55.0,2,1030.0,5339.805825242718
Built-up  Area,Singasandra,6.0,195.0,4,3850.0,5064.935064935065
Super built-up  Area,Singasandra,2.0,52.0,2,1100.0,4727.272727272727
Super built-up  Area,Singasandra,2.0,58.0,3,1306.0,4441.04134762634
Super built-up  Area,Singasandra,2.0,65.0,2,1300.0,5000.0
Built-up  Area,Singasandra,4.0,120.0,4,3126.0,3838.7715930902114
Super built-up  Area,Singasandra,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,Singasandra,2.0,40.0,2,1010.0,3960.3960396039606
Built-up  Area,Singasandra,2.0,58.0,2,1375.0,4218.181818181818
Super built-up  Area,Singasandra,2.0,60.0,2,1120.0,5357.142857142857
Super built-up  Area,Singasandra,3.0,75.0,3,1510.0,4966.887417218543
Super built-up  Area,Singasandra,2.0,56.0,2,1179.0,4749.787955894826
Super built-up  Area,Singasandra,2.0,67.0,2,1416.0,4731.6384180790965
Super built-up  Area,Singasandra,2.0,73.0,3,1476.0,4945.79945799458
Super built-up  Area,Singasandra,2.0,45.0,2,1139.7,3948.407475651487
Super built-up  Area,Singasandra,2.0,60.0,2,1465.0,4095.563139931741
Super built-up  Area,Singasandra,3.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,Singasandra,3.0,85.0,3,1653.0,5142.165759225651
Plot  Area,Singena Agrahara,3.0,115.0,3,1500.0,7666.666666666667
Plot  Area,Sneha Colony,2.0,110.0,2,1050.0,10476.190476190477
Built-up  Area,Somasundara Palya,2.0,67.0,2,1255.0,5338.645418326693
Super built-up  Area,Somasundara Palya,2.0,68.0,2,1448.0,4696.132596685083
Super built-up  Area,Somasundara Palya,3.0,68.0,3,1570.0,4331.210191082802
Super built-up  Area,Somasundara Palya,2.0,73.0,2,1178.0,6196.9439728353145
Super built-up  Area,Somasundara Palya,2.0,60.0,2,1260.0,4761.9047619047615
Built-up  Area,Somasundara Palya,2.0,48.0,2,1033.0,4646.660212971927
Super built-up  Area,Somasundara Palya,2.0,70.0,2,1329.0,5267.11813393529
Built-up  Area,Somasundara Palya,3.0,140.0,3,2372.0,5902.192242833053
Super built-up  Area,Somasundara Palya,2.0,70.0,2,1185.0,5907.172995780591
Super built-up  Area,Somasundara Palya,3.0,68.0,3,1575.0,4317.460317460317
Super built-up  Area,Somasundara Palya,3.0,68.0,3,1600.0,4250.0
Super built-up  Area,Somasundara Palya,3.0,69.0,3,1600.0,4312.5
Built-up  Area,Somasundara Palya,3.0,140.0,4,2400.0,5833.333333333333
Super built-up  Area,Somasundara Palya,3.0,95.0,3,1650.0,5757.575757575758
Built-up  Area,Somasundara Palya,2.0,72.0,2,1186.0,6070.826306913997
Super built-up  Area,Somasundara Palya,3.0,69.0,3,1600.0,4312.5
Super built-up  Area,Someshwara Layout,4.0,169.0,4,1200.0,14083.333333333334
Super built-up  Area,Sompura,2.0,33.0,2,825.0,4000.0
Built-up  Area,Sompura,2.0,37.0,3,1025.0,3609.756097560976
Super built-up  Area,Sompura,2.0,41.0,2,1020.0,4019.607843137255
Built-up  Area,Sompura,2.0,39.0,2,1126.0,3463.587921847247
Built-up  Area,Sompura,2.0,32.0,2,825.0,3878.787878787879
Super built-up  Area,Sompura,2.0,45.0,3,1360.0,3308.823529411765
Super built-up  Area,Sompura,2.0,47.0,3,1350.0,3481.4814814814813
Super built-up  Area,Sompura,3.0,85.0,4,2150.0,3953.4883720930234
Super built-up  Area,Sonnenahalli,2.0,55.0,3,1415.0,3886.9257950530036
Built-up  Area,Sonnenahalli,2.0,43.75,2,896.0,4882.8125
Super built-up  Area,Sonnenahalli,2.0,43.0,2,1120.0,3839.285714285714
Super built-up  Area,Sonnenahalli,2.0,44.0,2,1100.0,4000.0
Super built-up  Area,Sonnenahalli,2.0,50.53,2,1011.0,4998.021760633037
Super built-up  Area,Sonnenahalli,3.0,74.18,3,1484.0,4998.652291105122
Super built-up  Area,Sonnenahalli,3.0,80.48,3,1610.0,4998.757763975155
Super built-up  Area,Sonnenahalli,2.0,65.0,3,1415.0,4593.639575971732
Super built-up  Area,Sonnenahalli,2.0,58.0,2,1268.0,4574.132492113565
Super built-up  Area,Sonnenahalli,2.0,56.0,2,1268.0,4416.403785488959
Super built-up  Area,Sonnenahalli,1.0,30.24,1,605.0,4998.347107438017
Built-up  Area,Sonnenahalli,3.0,75.0,3,1484.0,5053.908355795148
Built-up  Area,Soundarya Layout,2.0,32.0,2,960.0,3333.3333333333335
Built-up  Area,Sri Balaji Krupa Layout,4.0,270.0,4,3200.0,8437.5
Super built-up  Area,Sri Sai Layout,2.0,42.4,2,1195.0,3548.1171548117154
Built-up  Area,Sri Venkateshpura Layout,2.0,49.5,2,1050.0,4714.285714285715
Plot  Area,Srinagar,3.0,149.0,3,1080.0,13796.296296296296
Super built-up  Area,Srinivas Colony,3.0,943.0,3,2750.0,34290.90909090909
Super built-up  Area,Srinivasa Nagar,2.0,78.34,3,1180.0,6638.983050847458
Super built-up  Area,Srinivasa Nagar,2.0,55.0,2,900.0,6111.111111111111
Built-up  Area,Srinivasa Nagar,2.0,45.0,2,900.0,5000.0
Super built-up  Area,Srinivasa Nagar,2.0,75.6,3,1200.0,6299.999999999999
Built-up  Area,Srirampura,2.0,55.0,2,1230.0,4471.544715447155
Super built-up  Area,Srirampura,4.0,130.0,4,2736.0,4751.461988304093
Super built-up  Area,Srirampuram,2.0,156.0,3,1485.0,10505.050505050505
Built-up  Area,Srirampuram,2.0,100.0,3,1200.0,8333.333333333334
Built-up  Area,St. John's Road,2.0,60.0,2,824.0,7281.553398058252
Built-up  Area,St. John's Road,4.0,630.0,4,4000.0,15750.0
Super built-up  Area,Stage-4 Bommanahalli,2.0,55.0,3,1455.0,3780.0687285223366
Built-up  Area,Stage-4 Bommanahalli,3.0,53.0,3,1400.0,3785.714285714286
Plot  Area,Subash Nagar,2.0,55.0,2,900.0,6111.111111111111
Super built-up  Area,Subramanyapura,2.0,50.17,2,929.0,5400.4305705059205
Built-up  Area,Subramanyapura,2.0,52.0,2,1200.0,4333.333333333333
Super built-up  Area,Subramanyapura,2.0,58.0,2,975.0,5948.717948717948
Built-up  Area,Subramanyapura,2.0,55.0,2,1277.0,4306.969459671104
Super built-up  Area,Subramanyapura,2.0,58.0,2,985.0,5888.324873096447
Super built-up  Area,Subramanyapura,2.0,68.0,3,1245.0,5461.847389558233
Super built-up  Area,Subramanyapura,2.0,73.0,2,1313.0,5559.786747905559
Super built-up  Area,Subramanyapura,2.0,66.5,2,1313.0,5064.737242955065
Super built-up  Area,Subramanyapura,2.0,79.0,3,1255.0,6294.820717131474
Super built-up  Area,Subramanyapura,3.0,72.0,3,1330.0,5413.533834586467
Built-up  Area,Subramanyapura,2.0,48.0,2,929.0,5166.846071044133
Super built-up  Area,Subramanyapura,2.0,55.0,2,950.0,5789.473684210527
Super built-up  Area,Subramanyapura,2.0,56.0,2,929.0,6027.9870828848225
Super built-up  Area,Subramanyapura,3.0,90.0,3,1800.0,5000.0
Built-up  Area,Subramanyapura,2.0,76.0,3,1260.0,6031.746031746032
Super built-up  Area,Subramanyapura,2.0,59.0,3,1278.0,4616.588419405321
Super built-up  Area,Subramanyapura,2.0,55.0,2,960.0,5729.166666666667
Super built-up  Area,Subramanyapura,2.0,73.0,3,1260.0,5793.650793650793
Super built-up  Area,Subramanyapura,3.0,62.71,3,1278.0,4906.885758998435
Super built-up  Area,Subramanyapura,3.0,70.0,3,1278.0,5477.308294209703
Super built-up  Area,Subramanyapura,2.0,49.0,2,929.0,5274.48869752422
Super built-up  Area,Subramanyapura,2.0,75.0,3,1260.0,5952.380952380952
Super built-up  Area,Subramanyapura,2.0,45.0,2,1000.0,4500.0
Super built-up  Area,Subramanyapura,3.0,130.0,3,2495.0,5210.420841683367
Super built-up  Area,Subramanyapura,1.0,51.0,2,929.0,5489.773950484392
Super built-up  Area,Subramanyapura,3.0,110.0,3,1880.0,5851.063829787234
Super built-up  Area,Subramanyapura,3.0,80.0,3,1800.0,4444.444444444444
Super built-up  Area,Suddaguntepalya,3.0,55.0,3,1425.0,3859.6491228070176
Super built-up  Area,Suddaguntepalya,2.0,56.0,3,1400.0,4000.0
Carpet  Area,Sultan Palaya,3.0,120.0,3,1700.0,7058.823529411765
Super built-up  Area,Sultan Palaya,2.0,45.0,2,1100.0,4090.909090909091
Built-up  Area,Sultan Palaya,2.0,45.0,2,900.0,5000.0
Built-up  Area,Sultan Palaya,2.0,65.0,2,870.0,7471.264367816092
Built-up  Area,Sultan Palaya,3.0,80.0,3,1765.0,4532.57790368272
Super built-up  Area,Sultan Palaya,3.0,125.0,3,1713.0,7297.139521307648
Super built-up  Area,Sultan Palaya,2.0,65.0,2,1009.0,6442.021803766105
Built-up  Area,Sultan Palaya,5.0,325.0,4,5000.0,6500.0
Super built-up  Area,Sultan Palaya,2.0,49.0,2,1070.0,4579.439252336449
Plot  Area,Sunkadakatte,5.0,80.0,4,2000.0,4000.0
Built-up  Area,Sunkadakatte,3.0,68.0,3,1200.0,5666.666666666667
Plot  Area,Sunkadakatte,1.0,24.0,1,600.0,4000.0
Super built-up  Area,Surabhi Layout,3.0,120.0,3,1753.0,6845.407872219053
Super built-up  Area,Surabhi Layout,3.0,120.0,3,1750.0,6857.142857142857
Built-up  Area,Suraksha Nagar,3.0,70.0,3,1569.0,4461.440407903123
Super built-up  Area,Suraksha Nagar,3.0,62.0,3,1559.0,3976.9082745349583
Super built-up  Area,Suraksha Nagar,3.0,63.0,3,1563.0,4030.7101727447216
Plot  Area,Syndicate Bank Colony,4.0,240.0,4,1500.0,16000.0
Plot  Area,T Dasarahalli,3.0,130.0,3,1200.0,10833.333333333334
Plot  Area,T.C PALYA,2.0,75.0,2,1230.0,6097.5609756097565
Plot  Area,TC Palaya,3.0,98.0,3,1475.0,6644.067796610169
Plot  Area,TC Palaya,2.0,60.0,2,1200.0,5000.0
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Super built-up  Area,TC Palaya,2.0,65.0,3,1600.0,4062.5
Plot  Area,TC Palaya,3.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,75.0,3,1350.0,5555.555555555556
Plot  Area,TC Palaya,2.0,60.0,2,1240.0,4838.709677419355
Plot  Area,TC Palaya,2.0,100.0,3,1500.0,6666.666666666667
Plot  Area,TC Palaya,2.0,65.0,2,1200.0,5416.666666666667
Plot  Area,TC Palaya,2.0,70.0,2,1200.0,5833.333333333333
Plot  Area,TC Palaya,2.0,55.0,2,900.0,6111.111111111111
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,66.5,3,1200.0,5541.666666666667
Plot  Area,TC Palaya,3.0,302.0,4,4800.0,6291.666666666667
Built-up  Area,TC Palaya,2.0,64.0,2,1000.0,6400.0
Built-up  Area,TC Palaya,3.0,50.0,3,1100.0,4545.454545454545
Plot  Area,TC Palaya,2.0,55.0,2,900.0,6111.111111111111
Plot  Area,TC Palaya,2.0,66.0,2,1200.0,5500.0
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Super built-up  Area,TC Palaya,2.0,66.5,3,1200.0,5541.666666666667
Plot  Area,TC Palaya,2.0,55.0,2,900.0,6111.111111111111
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,55.0,2,900.0,6111.111111111111
Plot  Area,TC Palaya,3.0,83.0,3,1500.0,5533.333333333333
Built-up  Area,TC Palaya,3.0,60.0,3,1350.0,4444.444444444444
Built-up  Area,TC Palaya,2.0,65.0,2,1200.0,5416.666666666667
Super built-up  Area,TC Palaya,2.0,75.0,2,1500.0,5000.0
Super built-up  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Built-up  Area,TC Palaya,2.0,70.0,2,1000.0,7000.0
Built-up  Area,TC Palaya,2.0,65.0,2,1100.0,5909.090909090909
Plot  Area,TC Palaya,3.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Built-up  Area,TC Palaya,2.0,80.0,2,1800.0,4444.444444444444
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,70.0,2,1200.0,5833.333333333333
Plot  Area,TC Palaya,1.0,55.0,1,1350.0,4074.074074074074
Plot  Area,TC Palaya,2.0,55.0,2,900.0,6111.111111111111
Plot  Area,TC Palaya,2.0,55.0,2,900.0,6111.111111111111
Built-up  Area,TC Palaya,2.0,64.0,2,1082.0,5914.972273567468
Plot  Area,TC Palaya,3.0,100.0,3,1995.0,5012.5313283208025
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Super built-up  Area,TC Palaya,2.0,55.0,2,1152.0,4774.305555555556
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Plot  Area,TC Palaya,2.0,66.0,3,1200.0,5500.0
Super built-up  Area,Tala Cauvery Layout,3.0,100.0,3,1580.0,6329.113924050633
Built-up  Area,Tala Cauvery Layout,2.0,61.0,2,1030.0,5922.330097087379
Built-up  Area,Tala Cauvery Layout,2.0,77.0,2,1340.0,5746.268656716418
Super built-up  Area,Talaghattapura,3.0,131.0,3,1868.0,7012.847965738758
Super built-up  Area,Talaghattapura,3.0,126.0,3,2106.0,5982.9059829059825
Super built-up  Area,Talaghattapura,3.0,121.0,3,1868.0,6477.516059957174
Super built-up  Area,Talaghattapura,3.0,126.0,3,2106.0,5982.9059829059825
Super built-up  Area,Talaghattapura,3.0,135.0,3,1868.0,7226.980728051391
Super built-up  Area,Talaghattapura,3.0,135.0,3,1856.0,7273.706896551724
Super built-up  Area,Talaghattapura,3.0,120.0,3,1868.0,6423.982869379015
Super built-up  Area,Talaghattapura,3.0,115.0,3,1804.0,6374.7228381374725
Super built-up  Area,Talaghattapura,3.0,135.0,3,1856.0,7273.706896551724
Super built-up  Area,Talaghattapura,3.0,153.0,3,2254.0,6787.93256433008
Super built-up  Area,Talaghattapura,3.0,148.0,3,2106.0,7027.540360873694
Super built-up  Area,Talaghattapura,3.0,135.0,3,1856.0,7273.706896551724
Super built-up  Area,Talaghattapura,3.0,159.0,3,2273.0,6995.160580730312
Super built-up  Area,Talaghattapura,3.0,147.0,3,2099.0,7003.334921391139
Built-up  Area,Talaghattapura,2.0,50.0,2,1100.0,4545.454545454545
Super built-up  Area,Talaghattapura,2.0,49.49,2,1100.0,4499.090909090909
Super built-up  Area,Talaghattapura,3.0,80.0,3,1575.0,5079.3650793650795
Super built-up  Area,Talaghattapura,3.0,145.0,3,2273.0,6379.234491860977
Super built-up  Area,Talaghattapura,2.0,62.0,2,1175.0,5276.595744680851
Super built-up  Area,Talaghattapura,3.0,127.0,3,1804.0,7039.911308203991
Super built-up  Area,Talaghattapura,2.0,42.48,2,1062.0,4000.0
Built-up  Area,Talaghattapura,3.0,84.0,3,1800.0,4666.666666666667
Super built-up  Area,Talaghattapura,3.0,159.0,3,2265.0,7019.867549668874
Super built-up  Area,Talaghattapura,3.0,134.0,3,2099.0,6383.992377322535
Super built-up  Area,Tasker Town,2.0,60.0,2,950.0,6315.789473684211
Super built-up  Area,Tasker Town,1.0,55.0,2,930.0,5913.978494623656
Built-up  Area,Tata Nagar,3.0,70.0,3,1500.0,4666.666666666667
Built-up  Area,Tata Nagar,3.0,67.0,3,1504.0,4454.787234042553
Super built-up  Area,Tavarekere,3.0,40.0,3,1250.0,3200.0
Plot  Area,Tavarekere,3.0,90.0,4,2700.0,3333.3333333333335
Built-up  Area,Teachers Colony,4.0,240.0,4,3000.0,8000.0
Super built-up  Area,Tejaswini Nagar,2.0,75.0,3,1425.0,5263.1578947368425
Super built-up  Area,Tejaswini Nagar,3.0,59.0,3,1550.0,3806.451612903226
Super built-up  Area,Tejaswini Nagar,2.0,54.0,3,1410.0,3829.7872340425533
Super built-up  Area,Tejaswini Nagar,2.0,54.0,3,1410.0,3829.7872340425533
Super built-up  Area,Tejaswini Nagar,1.0,28.0,1,720.0,3888.8888888888887
Super built-up  Area,Telecom Layout,1.0,54.0,2,1200.0,4500.0
Super built-up  Area,Telecom Layout,2.0,54.0,2,1200.0,4500.0
Super built-up  Area,Thanisandra,2.0,80.0,2,1296.0,6172.83950617284
Super built-up  Area,Thanisandra,3.0,74.75,3,1436.0,5205.431754874652
Super built-up  Area,Thanisandra,3.0,145.0,3,2144.0,6763.059701492537
Super built-up  Area,Thanisandra,2.0,45.8,2,1075.0,4260.46511627907
Super built-up  Area,Thanisandra,2.0,83.0,2,1296.0,6404.320987654321
Super built-up  Area,Thanisandra,3.0,100.0,3,1825.0,5479.45205479452
Super built-up  Area,Thanisandra,3.0,135.0,3,2144.0,6296.641791044776
Built-up  Area,Thanisandra,2.0,62.0,3,1240.0,5000.0
Super built-up  Area,Thanisandra,2.0,70.0,2,1093.0,6404.391582799634
Super built-up  Area,Thanisandra,2.0,79.0,3,1265.0,6245.059288537549
Super built-up  Area,Thanisandra,3.0,97.38,3,1651.0,5898.24348879467
Super built-up  Area,Thanisandra,2.0,85.0,2,1265.0,6719.367588932806
Super built-up  Area,Thanisandra,3.0,101.0,3,1564.0,6457.800511508952
Super built-up  Area,Thanisandra,2.0,58.56,2,1183.0,4950.126796280642
Super built-up  Area,Thanisandra,3.0,123.0,3,1847.0,6659.447753113156
Super built-up  Area,Thanisandra,3.0,90.0,3,1800.0,5000.0
Super built-up  Area,Thanisandra,3.0,114.0,3,1697.0,6717.737183264585
Super built-up  Area,Thanisandra,2.0,45.0,2,1050.0,4285.714285714285
Built-up  Area,Thanisandra,5.0,160.0,6,3500.0,4571.428571428572
Super built-up  Area,Thanisandra,3.0,95.0,3,1573.0,6039.4151303242215
Super built-up  Area,Thanisandra,3.0,122.0,3,1917.0,6364.110589462703
Super built-up  Area,Thanisandra,1.0,34.3,1,693.0,4949.494949494949
Super built-up  Area,Thanisandra,2.0,68.0,2,1098.0,6193.078324225865
Super built-up  Area,Thanisandra,1.0,50.3,1,760.0,6618.421052631579
Super built-up  Area,Thanisandra,2.0,50.0,2,1111.0,4500.450045004501
Super built-up  Area,Thanisandra,3.0,112.0,3,2002.0,5594.4055944055945
Super built-up  Area,Thanisandra,3.0,78.0,3,1634.0,4773.561811505508
Super built-up  Area,Thanisandra,3.0,99.0,3,2000.0,4950.0
Super built-up  Area,Thanisandra,2.0,46.0,2,1050.0,4380.952380952381
Super built-up  Area,Thanisandra,3.0,75.55,3,1588.0,4757.556675062972
Super built-up  Area,Thanisandra,3.0,115.0,3,1697.0,6776.664702416028
Plot  Area,Thanisandra,1.0,62.1,1,1380.0,4500.0
Super built-up  Area,Thanisandra,1.0,60.84,1,923.0,6591.549295774648
Super built-up  Area,Thanisandra,3.0,93.25,3,1743.0,5349.971313826735
Built-up  Area,Thanisandra,1.0,45.69,1,923.0,4950.162513542795
Super built-up  Area,Thanisandra,2.0,59.74,2,1183.0,5049.873203719358
Super built-up  Area,Thanisandra,2.0,72.0,2,1296.0,5555.555555555556
Super built-up  Area,Thanisandra,2.0,44.5,2,1020.0,4362.745098039216
Built-up  Area,Thanisandra,4.0,130.0,3,1874.0,6937.033084311633
Super built-up  Area,Thanisandra,3.0,102.0,3,1698.0,6007.067137809187
Super built-up  Area,Thanisandra,3.0,93.04,3,1411.0,6593.905031892275
Super built-up  Area,Thanisandra,3.0,135.0,3,1996.0,6763.527054108216
Super built-up  Area,Thanisandra,3.0,115.0,3,1801.0,6385.341476957246
Super built-up  Area,Thanisandra,2.0,82.0,2,1265.0,6482.213438735178
Built-up  Area,Thanisandra,2.0,48.0,2,1100.0,4363.636363636364
Super built-up  Area,Thanisandra,4.0,113.0,3,1917.0,5894.627021387585
Super built-up  Area,Thanisandra,1.0,42.0,1,662.0,6344.410876132931
Built-up  Area,Thanisandra,4.0,95.0,4,2100.0,4523.809523809524
Super built-up  Area,Thanisandra,3.0,130.0,3,1948.0,6673.511293634497
Super built-up  Area,Thanisandra,3.0,106.0,3,1922.0,5515.088449531738
Super built-up  Area,Thanisandra,2.0,67.0,2,965.0,6943.00518134715
Super built-up  Area,Thanisandra,2.0,74.0,2,1098.0,6739.526411657559
Super built-up  Area,Thanisandra,2.0,71.13,2,1437.0,4949.895615866389
Super built-up  Area,Thanisandra,3.0,104.0,3,1564.0,6649.616368286445
Built-up  Area,Thanisandra,2.0,61.0,3,1241.0,4915.390813859791
Super built-up  Area,Thanisandra,2.0,65.0,3,1200.0,5416.666666666667
Super built-up  Area,Thanisandra,3.0,85.73,3,1732.0,4949.769053117783
Super built-up  Area,Thanisandra,4.0,100.0,3,1917.0,5216.484089723526
Super built-up  Area,Thanisandra,1.0,54.0,2,1250.0,4320.0
Super built-up  Area,Thanisandra,3.0,135.0,3,2127.0,6346.967559943582
Super built-up  Area,Thanisandra,2.0,75.0,2,1276.0,5877.742946708464
Built-up  Area,Thanisandra,1.0,34.3,1,693.0,4949.494949494949
Super built-up  Area,Thanisandra,5.0,135.0,4,2259.0,5976.095617529881
Super built-up  Area,Thanisandra,2.0,78.0,2,1265.0,6166.00790513834
Super built-up  Area,Thanisandra,3.0,85.73,3,1732.0,4949.769053117783
Super built-up  Area,Thanisandra,2.0,55.0,2,934.0,5888.650963597431
Super built-up  Area,Thanisandra,2.0,68.0,2,1056.0,6439.393939393939
Built-up  Area,Thanisandra,3.0,110.0,3,1595.0,6896.551724137931
Super built-up  Area,Thanisandra,3.0,93.15,3,1411.0,6601.700921332388
Super built-up  Area,Thanisandra,2.0,68.1,2,1093.0,6230.558096980786
Super built-up  Area,Thanisandra,2.0,61.0,3,1370.0,4452.554744525547
Super built-up  Area,Thanisandra,2.0,72.0,2,1093.0,6587.374199451052
Super built-up  Area,Thanisandra,2.0,53.5,2,1200.0,4458.333333333333
Super built-up  Area,Thanisandra,3.0,107.0,3,1698.0,6301.531213191991
Super built-up  Area,Thanisandra,3.0,105.0,3,1564.0,6713.5549872122765
Super built-up  Area,Thanisandra,2.0,83.0,2,1265.0,6561.264822134387
Super built-up  Area,Thanisandra,2.0,56.0,2,965.0,5803.108808290155
Super built-up  Area,Thanisandra,3.0,95.0,3,1546.0,6144.890038809832
Super built-up  Area,Thanisandra,3.0,110.0,3,1697.0,6482.027106658809
Built-up  Area,Thanisandra,3.0,88.0,3,1492.0,5898.123324396783
Built-up  Area,Thanisandra,3.0,122.0,3,2072.0,5888.030888030888
Super built-up  Area,Thanisandra,3.0,120.0,3,1880.0,6382.978723404255
Super built-up  Area,Thanisandra,1.0,50.0,1,760.0,6578.9473684210525
Super built-up  Area,Thanisandra,2.0,60.0,2,1200.0,5000.0
Built-up  Area,Thanisandra,4.0,125.0,3,1800.0,6944.444444444444
Super built-up  Area,Thanisandra,2.0,58.0,1,933.0,6216.505894962486
Super built-up  Area,Thanisandra,3.0,110.0,3,1917.0,5738.132498695879
Super built-up  Area,Thanisandra,4.0,123.0,3,1996.0,6162.324649298597
Super built-up  Area,Thanisandra,2.0,77.25,2,1183.0,6530.0084530853765
Built-up  Area,Thanisandra,3.0,88.0,3,1491.0,5902.079141515761
Super built-up  Area,Thanisandra,3.0,95.0,3,1881.0,5050.50505050505
Super built-up  Area,Thanisandra,1.0,29.0,1,662.0,4380.664652567976
Super built-up  Area,Thanisandra,2.0,58.56,2,1183.0,4950.126796280642
Super built-up  Area,Thanisandra,3.0,100.0,3,1564.0,6393.861892583121
Super built-up  Area,Thanisandra,1.0,46.1,1,663.0,6953.242835595776
Built-up  Area,Thanisandra,1.0,45.0,1,662.0,6797.583081570997
Super built-up  Area,Thanisandra,3.0,98.0,3,1573.0,6230.1335028607755
Super built-up  Area,Thanisandra,2.0,83.0,3,1262.0,6576.862123613312
Super built-up  Area,Thanisandra,2.0,65.0,2,1056.0,6155.30303030303
Super built-up  Area,Thanisandra,3.0,115.0,3,1702.0,6756.756756756757
Super built-up  Area,Thanisandra,2.0,75.0,2,1343.0,5584.512285927029
Super built-up  Area,Thanisandra,4.0,122.0,3,1935.0,6304.909560723514
Super built-up  Area,Thanisandra,2.0,55.0,2,933.0,5894.962486602358
Super built-up  Area,Thanisandra,2.0,77.3,2,1183.0,6534.234995773458
Super built-up  Area,Thanisandra,1.0,38.0,1,662.0,5740.181268882176
Super built-up  Area,Thanisandra,2.0,72.0,2,1265.0,5691.699604743083
Super built-up  Area,Thanisandra,3.0,105.0,3,1595.0,6583.0721003134795
Built-up  Area,Thanisandra,2.0,65.0,3,1241.0,5237.711522965351
Super built-up  Area,Thanisandra,1.0,27.5,1,580.0,4741.379310344828
Super built-up  Area,Thanisandra,4.0,139.0,3,2087.0,6660.277910876856
Super built-up  Area,Thanisandra,2.0,66.33,2,1340.0,4950.0
Super built-up  Area,Thanisandra,2.0,71.0,2,1098.0,6466.302367941712
Super built-up  Area,Thanisandra,3.0,93.25,3,1411.0,6608.788093550674
Super built-up  Area,Thanisandra,2.0,65.0,3,1262.0,5150.5546751188585
Built-up  Area,Thanisandra,2.0,51.0,2,1234.0,4132.90113452188
Super built-up  Area,Thanisandra,3.0,112.0,3,1732.0,6466.512702078522
Super built-up  Area,Thanisandra,1.0,61.0,1,933.0,6538.049303322615
